2.3973874e-10 0.0000000e+00 1.0000000e-01 0.0000000e+00 1.0000000e-02 6.4056663e+00 7.2426012e+00 1.9039245e+00 5.0088649e+00 7.7039609e-02 4.5966270e-05 3.2611528e-16
2.6267240e-10 0.0000000e+00 1.0232930e-01 0.0000000e+00 1.0000000e-02 7.1350060e+00 8.0187765e+00 2.0325743e+00 5.6144066e+00 9.2071055e-02 5.4655676e-05 4.9960848e-16
2.8838143e-10 0.0000000e+00 1.0471285e-01 0.0000000e+00 1.0000000e-02 8.0095402e+00 8.9359948e+00 2.1594609e+00 6.3512316e+00 1.1438107e-01 6.8089920e-05 1.4154904e-15
3.1477775e-10 0.0000000e+00 1.0715193e-01 0.0000000e+00 1.0000000e-02 8.9095045e+00 9.8794305e+00 2.2891153e+00 7.1098438e+00 1.3748419e-01 8.2016355e-05 2.3818450e-15
3.4276276e-10 0.0000000e+00 1.0964782e-01 0.0000000e+00 1.0000000e-02 9.8991316e+00 1.0910770e+01 2.4185107e+00 7.9490241e+00 1.6581870e-01 9.9916956e-05 5.1331235e-15
3.7254471e-10 0.0000000e+00 1.1220185e-01 0.0000000e+00 1.0000000e-02 1.0992591e+01 1.2043654e+01 2.5470645e+00 8.8817100e+00 2.0033180e-01 1.2252614e-04 1.0020839e-14
4.0302037e-10 0.0000000e+00 1.1481536e-01 0.0000000e+00 1.0000000e-02 1.2111521e+01 1.3202927e+01 2.6786126e+00 9.8361209e+00 2.3564881e-01 1.4566196e-04 1.5022403e-14
4.3586214e-10 0.0000000e+00 1.1748976e-01 0.0000000e+00 1.0000000e-02 1.3414397e+01 1.4541418e+01 2.8050483e+00 1.0956817e+01 2.8534159e-01 1.8254839e-04 3.7001813e-14
4.6953427e-10 0.0000000e+00 1.2022644e-01 0.0000000e+00 1.0000000e-02 1.4753853e+01 1.5917095e+01 2.9341063e+00 1.2109303e+01 3.3672675e-01 2.2081544e-04 6.0158647e-14
5.0448131e-10 0.0000000e+00 1.2302688e-01 0.0000000e+00 1.0000000e-02 1.6204830e+01 1.7402444e+01 3.0612277e+00 1.3361719e+01 3.9803463e-01 2.7114565e-04 1.1787013e-13
5.4081923e-10 0.0000000e+00 1.2589254e-01 0.0000000e+00 1.0000000e-02 1.7784054e+01 1.9013672e+01 3.1854980e+00 1.4729246e+01 4.7103089e-01 3.3578469e-04 2.1692308e-13
5.7800358e-10 0.0000000e+00 1.2882496e-01 0.0000000e+00 1.0000000e-02 1.9400063e+01 2.0662430e+01 3.3126629e+00 1.6128627e+01 5.4572744e-01 4.0192936e-04 3.1828327e-13
6.1624806e-10 0.0000000e+00 1.3182567e-01 0.0000000e+00 1.0000000e-02 2.1229978e+01 2.2519963e+01 3.4293785e+00 1.7720233e+01 6.4632977e-01 5.1160733e-04 7.0246103e-13
6.5539102e-10 0.0000000e+00 1.3489629e-01 0.0000000e+00 1.0000000e-02 2.3109474e+01 2.4427486e+01 3.5482835e+00 1.9355211e+01 7.5022909e-01 6.2549719e-04 1.1066551e-12
6.9509521e-10 0.0000000e+00 1.3803843e-01 0.0000000e+00 1.0000000e-02 2.5122431e+01 2.6466093e+01 3.6618938e+00 2.1108593e+01 8.7173534e-01 7.7800907e-04 2.0188036e-12
7.3531205e-10 0.0000000e+00 1.4125375e-01 0.0000000e+00 1.0000000e-02 2.7287733e+01 2.8654076e+01 3.7686678e+00 2.2997262e+01 1.0139295e+00 9.7636835e-04 3.5384140e-12
7.7646566e-10 0.0000000e+00 1.4454398e-01 0.0000000e+00 1.0000000e-02 2.9503470e+01 3.0893024e+01 3.8779289e+00 2.4929923e+01 1.1594357e+00 1.1793480e-03 5.0934208e-12
8.1702038e-10 0.0000000e+00 1.4791084e-01 0.0000000e+00 1.0000000e-02 3.1984288e+01 3.3391174e+01 3.9702080e+00 2.7095364e+01 1.3499821e+00 1.5192656e-03 1.0399509e-11
8.5845826e-10 0.0000000e+00 1.5135612e-01 0.0000000e+00 1.0000000e-02 3.4531315e+01 3.5955686e+01 4.0638658e+00 2.9318654e+01 1.5466107e+00 1.8723189e-03 1.5975807e-11
8.9983905e-10 0.0000000e+00 1.5488166e-01 0.0000000e+00 1.0000000e-02 3.7264712e+01 3.8704262e+01 4.1501800e+00 3.1702766e+01 1.7739567e+00 2.3406468e-03 2.7800547e-11
9.4098164e-10 0.0000000e+00 1.5848932e-01 0.0000000e+00 1.0000000e-02 4.0211161e+01 4.1663057e+01 4.2273044e+00 3.4270620e+01 2.0373320e+00 2.9457605e-03 4.7095293e-11
9.8308256e-10 0.0000000e+00 1.6218101e-01 0.0000000e+00 1.0000000e-02 4.3226241e+01 4.4690771e+01 4.3062252e+00 3.6898286e+01 2.3068420e+00 3.5649691e-03 6.6839470e-11
1.0238165e-09 0.0000000e+00 1.6595869e-01 0.0000000e+00 1.0000000e-02 4.6641595e+01 4.8114662e+01 4.3678802e+00 3.9862471e+01 2.6539498e+00 4.5591773e-03 1.3013528e-10
1.0654066e-09 0.0000000e+00 1.6982437e-01 0.0000000e+00 1.0000000e-02 5.0149529e+01 5.1631158e+01 4.4302173e+00 4.2906565e+01 3.0119576e+00 5.5907744e-03 1.9660614e-10
1.1067163e-09 0.0000000e+00 1.7378008e-01 0.0000000e+00 1.0000000e-02 5.3911851e+01 5.5400642e+01 4.4856745e+00 4.6158194e+01 3.4210513e+00 6.9122169e-03 3.3234791e-10
1.1475195e-09 0.0000000e+00 1.7782794e-01 0.0000000e+00 1.0000000e-02 5.7964853e+01 5.9459091e+01 4.5326262e+00 4.9646218e+01 3.8899382e+00 8.5770007e-03 5.5088332e-10
1.1892732e-09 0.0000000e+00 1.8197009e-01 0.0000000e+00 1.0000000e-02 6.2112263e+01 6.3612073e+01 4.5806716e+00 5.3215488e+01 4.3697468e+00 1.0280562e-02 7.7450907e-10
1.2285518e-09 0.0000000e+00 1.8620871e-01 0.0000000e+00 1.0000000e-02 6.6653352e+01 6.8155754e+01 4.6130505e+00 5.7072855e+01 4.9644508e+00 1.2836711e-02 1.4570999e-09
1.2686092e-09 0.0000000e+00 1.9054607e-01 0.0000000e+00 1.0000000e-02 7.1311941e+01 7.2816873e+01 4.6455211e+00 6.1028160e+01 5.5771007e+00 1.5484482e-02 2.1734984e-09
1.3073696e-09 0.0000000e+00 1.9498446e-01 0.0000000e+00 1.0000000e-02 7.6145046e+01 7.7651045e+01 4.6707209e+00 6.5093608e+01 6.2567548e+00 1.8737920e-02 3.5755116e-09
1.3444106e-09 0.0000000e+00 1.9952623e-01 0.0000000e+00 1.0000000e-02 8.1168339e+01 8.2673641e+01 4.6870688e+00 6.9274934e+01 7.0142479e+00 2.2706798e-02 5.7967479e-09
1.3823143e-09 0.0000000e+00 2.0417379e-01 0.0000000e+00 1.0000000e-02 8.6308640e+01 8.7813228e+01 4.7037974e+00 7.3553655e+01 7.7893853e+00 2.6768123e-02 8.0697235e-09
1.4147732e-09 0.0000000e+00 2.0892961e-01 0.0000000e+00 1.0000000e-02 9.1498055e+01 9.2998743e+01 4.7032818e+00 7.7761717e+01 8.6922053e+00 3.2459650e-02 1.4520810e-08
1.4477383e-09 0.0000000e+00 2.1379621e-01 0.0000000e+00 1.0000000e-02 9.6805559e+01 9.8302132e+01 4.7020583e+00 8.2061077e+01 9.6203812e+00 3.8344351e-02 2.1284959e-08
1.4782600e-09 0.0000000e+00 2.1877616e-01 0.0000000e+00 1.0000000e-02 1.0213184e+02 1.0362302e+02 4.6927115e+00 8.6309270e+01 1.0620699e+01 4.5316074e-02 3.3707499e-08
1.5057164e-09 0.0000000e+00 2.2387211e-01 0.0000000e+00 1.0000000e-02 1.0745890e+02 1.0894317e+02 4.6736286e+00 9.0478497e+01 1.1703723e+01 5.3567199e-02 5.2887621e-08
1.5338125e-09 0.0000000e+00 2.2908677e-01 0.0000000e+00 1.0000000e-02 1.1291004e+02 1.1438724e+02 4.6541012e+00 9.4744838e+01 1.2811975e+01 6.2010517e-02 7.2514506e-08
1.5577057e-09 0.0000000e+00 2.3442288e-01 0.0000000e+00 1.0000000e-02 1.1823696e+02 1.1970618e+02 4.6211527e+00 9.8761374e+01 1.4047533e+01 7.3138562e-02 1.2293030e-07
1.5819638e-09 0.0000000e+00 2.3988329e-01 0.0000000e+00 1.0000000e-02 1.2367806e+02 1.2513907e+02 4.5869249e+00 1.0285769e+02 1.5315876e+01 8.4624007e-02 1.7571752e-07
1.6052074e-09 0.0000000e+00 2.4547089e-01 0.0000000e+00 1.0000000e-02 1.2913062e+02 1.3058386e+02 4.5475575e+00 1.0688689e+02 1.6660828e+01 9.7819949e-02 2.6573158e-07
1.6271349e-09 0.0000000e+00 2.5118864e-01 0.0000000e+00 1.0000000e-02 1.3457464e+02 1.3602067e+02 4.5021670e+00 1.1081885e+02 1.8092449e+01 1.1301999e-01 4.0017007e-07
1.6495732e-09 0.0000000e+00 2.5703958e-01 0.0000000e+00 1.0000000e-02 1.4014548e+02 1.4158412e+02 4.4557193e+00 1.1484240e+02 1.9557417e+01 1.2857408e-01 5.3774003e-07
1.6708624e-09 0.0000000e+00 2.6302680e-01 0.0000000e+00 1.0000000e-02 1.4565272e+02 1.4708708e+02 4.4025383e+00 1.1866797e+02 2.1151617e+01 1.4807059e-01 8.5533743e-07
1.6925816e-09 0.0000000e+00 2.6915348e-01 0.0000000e+00 1.0000000e-02 1.5128062e+02 1.5271073e+02 4.3478956e+00 1.2257114e+02 2.2786704e+01 1.6816252e-01 1.1873107e-06
1.7149178e-09 0.0000000e+00 2.7542287e-01 0.0000000e+00 1.0000000e-02 1.5699304e+02 1.5842131e+02 4.2905811e+00 1.2647404e+02 2.4502497e+01 1.9070751e-01 1.7147984e-06
1.7379051e-09 0.0000000e+00 2.8183829e-01 0.0000000e+00 1.0000000e-02 1.6278377e+02 1.6421307e+02 4.2302867e+00 1.3036063e+02 2.6308371e+01 2.1611177e-01 2.4753775e-06
1.7614278e-09 0.0000000e+00 2.8840315e-01 0.0000000e+00 1.0000000e-02 1.6870939e+02 1.7013975e+02 4.1685878e+00 1.3433775e+02 2.8156309e+01 2.4210778e-01 3.2536727e-06
1.7859223e-09 0.0000000e+00 2.9512092e-01 0.0000000e+00 1.0000000e-02 1.7466220e+02 1.7610025e+02 4.1024362e+00 1.3822086e+02 3.0122469e+01 2.7349713e-01 4.8803176e-06
1.8110040e-09 0.0000000e+00 3.0199517e-01 0.0000000e+00 1.0000000e-02 1.8074929e+02 1.8219547e+02 4.0346246e+00 1.4218704e+02 3.2137395e+01 3.0580661e-01 6.5776188e-06
1.8368815e-09 0.0000000e+00 3.0902954e-01 0.0000000e+00 1.0000000e-02 1.8691416e+02 1.8837247e+02 3.9637137e+00 1.4615946e+02 3.4223627e+01 3.4148987e-01 9.1122795e-06
1.8636105e-09 0.0000000e+00 3.1622777e-01 0.0000000e+00 1.0000000e-02 1.9314737e+02 1.9462257e+02 3.8893640e+00 1.5012310e+02 3.6387113e+01 3.8108648e-01 1.2644108e-05
1.8909621e-09 0.0000000e+00 3.2359366e-01 0.0000000e+00 1.0000000e-02 1.9952577e+02 2.0101825e+02 3.8132824e+00 1.5417907e+02 3.8600992e+01 4.2160541e-01 1.6258203e-05
1.9192707e-09 0.0000000e+00 3.3113112e-01 0.0000000e+00 1.0000000e-02 2.0587774e+02 2.0739732e+02 3.7334585e+00 1.5814932e+02 4.0881720e+01 4.6918567e-01 2.3161465e-05
