2.1855784e-13 0.0000000e+00 1.0000000e-01 0.0000000e+00 1.0000000e-02 5.8397261e-03 6.6027178e-03 1.7357129e-03 4.5663320e-03 7.0233165e-05 4.1905153e-08 2.9730302e-19
2.3149835e-13 0.0000000e+00 1.0232930e-01 0.0000000e+00 1.0000000e-02 6.2882208e-03 7.0671052e-03 1.7913476e-03 4.9480868e-03 8.1144028e-05 4.8169120e-08 4.4031476e-19
2.4599295e-13 0.0000000e+00 1.0471285e-01 0.0000000e+00 1.0000000e-02 6.8322374e-03 7.6225147e-03 1.8420470e-03 5.4176796e-03 9.7568478e-05 5.8081549e-08 1.2074310e-18
2.5997327e-13 0.0000000e+00 1.0715193e-01 0.0000000e+00 1.0000000e-02 7.3583125e-03 8.1593692e-03 1.8905681e-03 5.8719823e-03 1.1354746e-04 6.7736872e-08 1.9671532e-18
2.7426688e-13 0.0000000e+00 1.0964782e-01 0.0000000e+00 1.0000000e-02 7.9209422e-03 8.7304200e-03 1.9352085e-03 6.3605337e-03 1.3268238e-04 7.9950087e-08 4.1073476e-18
2.8900792e-13 0.0000000e+00 1.1220185e-01 0.0000000e+00 1.0000000e-02 8.5276906e-03 9.3430704e-03 1.9759288e-03 6.8901383e-03 1.5541081e-04 9.5051747e-08 7.7738368e-18
3.0318987e-13 0.0000000e+00 1.1481536e-01 0.0000000e+00 1.0000000e-02 9.1114267e-03 9.9324847e-03 2.0151047e-03 7.3996565e-03 1.7727723e-04 1.0958064e-07 1.1301267e-17
3.1832650e-13 0.0000000e+00 1.1748976e-01 0.0000000e+00 1.0000000e-02 9.7970384e-03 1.0620144e-02 2.0486322e-03 8.0021753e-03 2.0839568e-04 1.3332195e-07 2.7023815e-17
3.3298505e-13 0.0000000e+00 1.2022644e-01 0.0000000e+00 1.0000000e-02 1.0463160e-02 1.1288110e-02 2.0808141e-03 8.5876944e-03 2.3880041e-04 1.5659824e-07 4.2663404e-17
3.4771483e-13 0.0000000e+00 1.2302688e-01 0.0000000e+00 1.0000000e-02 1.1169214e-02 1.1994672e-02 2.1099578e-03 9.2095937e-03 2.7434623e-04 1.8688772e-07 8.1242244e-17
3.6263425e-13 0.0000000e+00 1.2589254e-01 0.0000000e+00 1.0000000e-02 1.1924700e-02 1.2749193e-02 2.1359645e-03 9.8763670e-03 3.1583923e-04 2.2515292e-07 1.4545292e-16
